prompt_id,text,content,wording,textblob_errors,pyspellchecker_errors,symspell_errors,autocorrect_errors
3,"The factory covered up and used spolied meat in a shady way. What I mean by this is that they would do things such as chop the spoiled meats into sausage. Another thing is that some meat that was covered in millions of spit germs and were placed in leaky roof rooms with thousands of rats. The workers even placed poisoned bread for the rats to kill them and would put the rats, breads, and meat into hoppers together. In the text, it described these instances specifically. But to make things a little more worse, they washed their hands in the water that was ladled into the sausage. ",1.21654651683248,1.16691380031605,6,11,17,4
1,"The social classes are different because they have different activities to do like the ""slaves and farmers. Slavery became the fate of those captured as prisoners of war. In addition to being forced to work on building projects, slaves toiled at the discretion of the pharaoh or nobles"". The only way you can go up in the social class is by going to school and becoming a scribe so you have to grow up as a government official to be one.",-0.0661115030294547,-0.715082996363196,2,6,10,1
0,"Aristotle states that an ideal tragedy should have a ""complex plan"" (a well-thought-out plot), ""imitate actions which excite pity and fear"" (present ideas that might evoke certain emotions from the audience), and should only have a ""single... issue"", with the ""change of fortune"" being from ""good to bad"" (or a character's downfall). ",-0.387791203829632,-0.584181287616185,0,17,44,0
2,"The third wave only started as an experiment within the class but it slowly spread through kids partipating outside of class. Some kids we're even reporting back to Mr. Jones if another student didn't abide by the rules. As more and more kids joined the ""movement"" Mr. Jones realized it was slipping out of control so he terminated the movement.",0.205682506482641,0.380537638762288,9,6,11,1
3,"The factory would rub up the spoiled meat with sode to get rid of the odor. Rejected meat would be dosed with borax and glycerin, and dumped into the hoppers, and then madde over again for home consumption. ",-1.23628174790795,-0.285223272398717,5,6,6,5
1,  In the egyptian structure the pharaohs and the nobels held the top positioan while pesents slave and famers worked at the base the pesents were considerd to be the famers and they often paid heavy taxes to the priest of the churchwhich was considerd tobe the king and was weathly.,-0.523082081275729,-0.40749053426627,10,7,2,9
3,"They would pickle it in an attempt to  keep it fresh. They would insert a hot iron that would burn off parts that had spoiled. They would make different products that hid the spoiled meat,and they would rub chemical ¨soda¨ on  the exterior of the meat to kill of mold and other things covering the spoiled meat.According to the text, ¨a man could fill a ham with pickle in a few seconds¨.This shows how they would pickle meat and it would still turn bad.The text also states that ¨ they would extract the bone, about which the bad part generally lay, and insert in the hole a white-hot iron.¨  This shows the process of them burning the spoil off. The passage also states that ¨ they would rub it up with soda to take away the smell, and sell it to be eaten on free-lunch counters¨. This qoute  shows how they would use ¨sodas¨to help meat appear freash.",2.44387664644393,1.37701297759911,9,21,129,3
2,"The experimen was orginally about how even when terrible thngs were happening, they would still follow the crowd. ""The Thrid Wave"" the experiment was called was about strength, with the mythical belief that the third wave of a series of waves was the strongest of them all. As the participants of the experiment grew, and the loyalty grew stronger, Jones decided to end the experiment, because he thought something horrible would happen as it went on.",0.567974905138678,0.969062430405462,8,14,14,4
0,One element of an Ideal tragedy is having a complex plan that imitates action that excite pity and fear to result in shock for the audience. Another element is that an ideal tragedy should be relatable to the audience. The character that experiences the tragedy should be neither good nor bad and simply made a very big mistake.,0.0888824040334871,-0.594710121694779,2,2,7,2
2,The third wave developed so quickly due to the students particip in thos experiment. It quickly took a new life of itself and grew out of contro.,-0.910596475636499,-0.0817694380946405,3,3,4,2
0,"The 3 ideal of tragedy is how complex you need to make it for the reader it keeps the reader shocked and ineretsed the second ideal is how a character is portraded either terrible or good and lasty ""second rank"" is whats called when a tragyed happends because the audience wants it to happend however it more for comdey purpose.",-0.687287542029713,-0.460885992888853,8,9,4,7
0,"Tragedy much b complex, Tragedy much b complex, t must be a man that is NOT perfect, and their downfall is a result of a mistake or weakness.",-1.54716321678788,-1.46124482282529,0,5,7,0
3,"Since it was the custom, whenever meat was so spoiled that it could not be used for anything else, either to can it or else to chop it up into sausage. It was only when the whole ham was spoiled that it came into the department of Elzbieta. Cut up by the two-thousand-revolutions-a-minute flyers, and mixed with half a ton of other meat, no odor that ever was in a ham could make any difference. There was never the least attention paid to what was cut up for sausage; there would come all the way back from Europe old sausage that had been rejected, and that was moldy and white, it would be dosed with borax and glycerine, and dumped into the hoppers, and made over again for home consumption. There would be meat that had tumbled out on the floor, in the dirt and sawdust, where the workers had tramped and spit uncounted billions of consumption germs. There would be meat stored in great piles in rooms; and the water from leaky roofs would drip over it, and thousands of rats would race about on it. It was too dark in these storage places to see well, but a man could run his hand over these piles of meat and sweep off handfuls of the dried dung of rats. These rats were nuisances, and the packers would put poisoned bread out for them; they would die, and then rats, bread, and meat would go into the hoppers together.",-0.382272237741744,-1.79549080344932,11,28,201,11
1,"   First on the pyramid were the Pharaohs. The pharaohs were considered to be gods and they were greatly respected. They also made important laws. In the next section of the pyramid were priests and government officials. They were considered Nobles and they were in charge of temples and taxes. They were very wealthy. Next were scribes and artisans. They are both in the middle of the pyramid. Artisans painted, made jewelry, pottery and more. Scribes wrote down important records and laws. On the bottom was slaves. Slaves were captured in war. They usually farmed or built stuff ordered by the Pharaoh.  Farmers planted crops and tended to the animals. ",1.43949854054862,0.620322317058425,3,15,31,3
3,"Jonas had told them how the meat that was taken out of pickle would often be found sour, and how they would rub it up with soda to take away the smell, and sell it to be eaten on free-lunch counters; also of all the miracles of chemistry which they performed, giving to any sort of meat, fresh or salted, whole or chopped, any color and any flavor and any odor they chose.",-0.382272237741744,-1.79549080344932,3,9,37,0
1,"Farmers tended the fields, raised animals, kept canals
 and reservoirs
 in good order, worked in the stone quarries,
 and built the royal monuments. Farmers paid taxes that could amount to as much as 60% of their yearly harvest—that’s a lot of hay! Social mobility was not impossible. A small number of peasants and farmers moved up the economic ladder. Families saved money to send their sons to village schools to learn trades. These schools were run by priests or by artisans.
 Boys who learned to read and write could become scribes, then go on to gain employment in the government. It was possible for a boy born on a farm to work his way up into the higher ranks of the government. Bureaucracy
 proved lucrative.",-0.382272237741744,-1.79549080344932,2,15,96,0
1,    After reading the article I learned about the Egyptian social structure and the different roles people had in the goverment.  These people are really big helps in acient egypt.,-1.11420237962644,0.594410744717903,2,3,6,2
0,"One element of a perfect tragery in Aristotle's opinion is a plot that is arranged ""...not on the simple but on the complex..."" In other words, Aristotle believes good trageries have complex plotlines. He also thinks they need to have actions that ""...excite pity and fear...the distinctive mark of tragin imitation."" Aristotle believes good trageries incite negative emotions which cause the events of the plot. Finally, Aristitle believes the perfect tragedy should have a downfall caused by ""...some error of judgement or fraility."" The character should not be neither good nor evil, and should somply have made a mistake.",1.19964242006474,1.07890647099528,9,19,64,7
1,"The pharaohs were at the top of the pyramid meaning that they were seen as superiod among the others, the middle section of the pyramid belonged to people like priests and slaves were at ht ebottom of the pyramid, they were forced to work and given little to no freedom and they were poor.  According to the text ¨ A small number of peasants and farmers moved up the economic ladder.¨ THis means that it was hard to change your financial status ",-0.153454049433642,0.168544074280091,4,8,28,4
1,"Ancient Egypt was composed of several social classes, ranging from lives lived in slavery to positions of absolute power. The following text explores the social structure and government of this ancient civilization. As you read, take notes on this social structure of ancient Egypt; draw a diagram of what it was like based on your reading of the text.",-1.54716321678788,-1.46124482282529,2,6,10,0
1,"How the different social classes were involved in the Egyptian government is that the upper classes are held up by the farmers and slaves, the middle class helps the upper part a little less than the bottom. In the article ""EGYPTIAN SOCIAL STRUCTURE"" it explains ""Farmers paid taxes that could amount to as much as 60% of their yearly harvest"" (USHistory.org 12). It also says ""Skilled workers such as physicians and craftsmen/women made up the middle class"" (USHistory.org 12). This shows that the the upper part of the government just lives off of the farmers and everything else. If they stoped working it would all crumble. In addition the middle class gives the upper class materials for them so they can work. In conclusion, this is how the the different social classes were apart of the government.",0.814316930077083,0.54016377748168,7,17,88,4
0,"It should have a character that people can relate to, it should have the characters downfall be of some kind of error or frailty, and provoke fear and pity in the reader.",-1.26421406546489,-1.50507251840997,0,3,4,1
1,At the bottom of the ancient egyptian goverment were slaves and farmers. At the middle were physcians and craftmen/ women. And at the top were preist nobles. And at the tippity top were the pharoas.,-0.8619844787095,-0.878322495575601,6,9,9,6
3,"In paragraph 3, sentance 3 it states that ""There was never the least attention paid to what was cut up for sausage; there would come all the way back from Europe old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption."" saying that if a pack of meat wasnt perfect then the factory would clean the meat of chemicals so they could send it back or sell it tothe people of the United States.",0.675870209891233,0.340323303670616,7,12,59,6
3,They would pickle various types of meats because it would be hard to tell if it was bad due to it already smelling bad than just to pickle it.,-1.07261303201737,-0.999628686402458,2,1,2,0
1,"The thing about egypt is every person has a job at bottom are slaves who build ,middle are craftsman that make important things,and at the top are goverment and the pharoh who controlled the country.",-0.531756890103371,0.427287754405887,2,5,15,2
1,"The person with the most power was the pharoah.  They were the sepream ruler of egypt. Of coarce they couln't do all that work  on their own so they had vizers to help them with their duities. Nobels and preasts were the second most powerful in the social structure.  The preasts had the duity of pleasing the gods. Next on the pyrimid were solders. these people were peasants and sometimes farmers that were elegable to fight. ANd finnaly, at the bottom of the social structure were slaves, peasants and farmers.  Slaves were solgiers that were captured in battle and farmers provided food and livestock for the rest of the kingdom.",1.99023612991243,1.33775971354814,15,20,19,16
0,"A tragedy should feature a character who can be seen as either good or evil. By the end of their story, the protagonist would have to have committed a terrible mistake and pay the price for it at the end.  A tragedy should also give fortune to the character, but then slowly introduces the factors that will bring them down. Finally, in order to write a tragedy, you have to make sure that the audience can determine that it's a tragedy, and not something like a comedy. Avoid writting similar to the Odyssey.",0.670351243803345,1.55163281950375,1,9,14,1
2,"The Thrid Wave movement in the school has more students join over a period of time and it bcame bigger movement than before. The students that were apart of the experiment in the begining began spreading the word by slauting each other in the hallway and other student bcame curious about what was happening. Students joined the movement to see what was happening and after they joned they became more involved. The experiment ended because Jones felt the experiment was out of his control and was becoming too much for him. ""By the fourth day of the experiment, the students became increasingly involved in the project and their discipline and loyalty to the project was so outstanding that Jones felt it was slipping out of control""",1.3760827402301,2.38944309066188,10,12,15,6
0,"In the second paragraph Aritole explained, ""A perfect tradegy, as we have seen, be arranged not on the simple but on the complex plan. It should, moreover, imitate actions which exile pity and fear, this being the distinctive mark of tragic imitation.""",-1.54716321678788,-1.46124482282529,2,10,12,2
0,Aristotle explains that an ideal tragedy should end dramaticly and not happily.He shows that not ending with a bang does not please the audience. He also explains how the plot should begin with one issue rather than two. Lastly he explains that tragic effect wins.,0.205682506482641,0.380537638762288,1,5,35,1
3,"The various ways the factory would use or cover up spoiled meat, the meat factory workers would prepare rotten and diseased meat with better meats. Also, the unpleasent pork fat and beef scraps will be packed or canned like chiken. Many of these meats be chopped up to make sausages.",-0.376762983040429,0.547660629074304,3,6,7,2
1,"The Egyptians made statues and sculptures of the gods to make them happy and worshiped them. ""Working with the vizier were scribes who kept government records. These high-level employees had mastered a rare skill in ancient Egypt they could read and write.""",-1.51923089923094,-0.241395576814033,2,5,21,0
1,"At the bottom of the social structure were slaves and farmers. The top had  Pharoahs and the government officials were the nobles and the priests. In the middle were the soldiers, scribes and merchants.",0.0888824040334871,-0.594710121694779,1,5,8,1
0,An ideal tragedy should have a plot that issues an opposite catasrophe for the good and the bad parts. A tragedy should also invlove deep personal relationship to something or someone. The third element of tragedy should imitate actions of pitty and fear.  ,-0.210613934166593,-0.471414826967448,4,5,6,3
3,"The industry would cover up the smell of spoiled meat with a strong pickle smell (Pargraph 2). Some spoiled meat would also be sold as ""Number Three Grade"" as stated in paragraph 2. ",-1.20457384774869,-1.16978365920044,3,4,8,1
2,"The Third Wave developed and spead over such a short period of time due herd behavior. Jones told his students to salute to others outside the class and even instucted his students on how to initiate others. Since the sudents in the experiment were so obedient, they followed these orders. As a result, more students joined the movement, not neccessarily because they agreed with the idea, but because so many people were part of it (herd behavior). This lead to the ending of the experiment because it had gotten out of control. With students beginning to accept all ideas about this movement, I feel that this would lead the students to begin accepting ideas that were not socially acceptable (similar to the Nazis and Germany), and not even know that it was wrong.",0.735203671612992,2.34657646611789,9,17,24,4
1,at the top of the structue were the pharaohs who were belive to be gods in human form they were to protect and feed their people,-1.54716321678788,-1.46124482282529,2,2,0,3
0,"Aristotle believes trades should on a complex plan. It should imitate actions which excite pity or fear. And tragedy is alien to the spirit, and that should never be expressed . This is because a virtuous man should always express prosperity, and eventually allow it to become adversity.",-0.819248357761036,-0.63104096568684,1,5,23,0
0,"One element of an ideal tragedy is having a complex plan, not simple. It should show pity and fear. Another characteristic is a well-constructed plot, there should be one problem, rather than multiple. Lastly,  the kind of tragedy that takes place,  and the twist ending. ",0.0292421863172845,-0.929998980904307,0,10,28,0
1,"Different social classes were invloved in this government because things like taxes, were expected from everybody. For example, slaves, farmers, scribes, artisans, etc.. They all had to pay their taxes. It would not be fair if a social class didn't have to pay their taxes because the government/civilization needs it. ",-0.456955959104999,-0.0425161740436652,1,12,16,1
0,"It should not be simple it should be complex , It should imitate actions which excite pity and fear , and error in judgment or by some weakness that he has .",-1.26421406546489,-1.50507251840997,0,0,21,0
0," Characters should imitate actions that excite pity and fear.  A plot of this kind would, doubtless, satisfy the moral sense, but it would inspire neither pity nor fear. The change of fortune should be not from bad to good, but, reversely, from good to bad.",-0.981264914141905,-1.54890021399466,1,8,12,1
3,"All of the ways that the factory would cover up or use spoiled meat is very unsanitary, unhealthy, and disgusting. The factory would use chemicals to cover up the smell of rotting meat, put the spoiled remains into other batches of meat, even if it didn't match the animal on the label, and ""plung[ed a] needle into the meat and work[ed] with his foot.""",-0.0938138317174397,0.503832933489619,3,9,19,2
1,"The structure of the ancient Egyptian system of government was built like a pyramid. The pharaoh was at the top, followed by the nobles, such as priests and goverment officials. The text states, ""Only nobles could hold government posts"" saying that nobles were involed in the goverment. The merchants provided goods to the public, making profit for the goverment. The text states, ""Farmers paid taxes that could amount to as much as 60% of their yearly harvest""  providing crops for the government.",0.638413354775127,-0.0025719695585915,4,15,21,4
1,in egyptian systems they always had people with the most power or less than.this goverment dosen't have a food chain its more spread so everyone gets fairness.,-1.54716321678788,-1.46124482282529,2,4,14,2
2,The thrid wave is a sumbol of strengtht and is one of the central points of movement.thrid wave was a part of a nationwide movement by presidential candidate of the movement its publicly announce its existence on the television.,-1.06559038269944,-0.202142312763057,4,5,24,4
0,"One main element of an ideal tragedy is that of a single unified plot.  This means that the story follows the actions and resolution of the main character only, and focuses on the character's change of fortune froom good to bad. Another element most crucial to a tragedy is that the plot must incite both fear and pity for all who watch the play. If the play ends with a ""feel good"" moment, then it has failed as a tragedy, as it doesn't incite fear and pity. The purpose of tragedy is not to  satisfy some moral sense, but to inspire feelings appropriate to witnessing a tragedy, to experience a ""cleansing"" of watching someone else suffer.  Lastly, an ideal tragedy must have a protagonist that is not overly righteous or holy, but is not depraved; the character is somewhat middle of the road.  By having the character behave in this way it makes the story more realistic and true, making the character's journey that much more engaging for the audience.  When the audience sees a tragic event occur to a plausible character because of a mistake or slight misfortune, the feeling of tragedy is heightened because it seems more true.",3.34823182563613,3.51775345440415,7,21,28,2
3,"They would rub meat with soda to take away the foul smell, put pickles inside of the ham to also hide the smell of the odor, the smell of spoiled ham was strong.",-0.981264914141905,-1.54890021399466,1,3,4,0
3,"The would use chemicals and science.  ""old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption""",-1.03388248254018,-1.08670269956478,4,7,24,4
1,"The structure of the ancient Egyptian system of government is working with the vizier were scribes who kept government records. The pharaoh in status were powerful nobles and priests. These schools were run by priests or by artisans. Boys who learned to read and write could become scribes, then go on to gain employment in the government. Right below the pharaoh in status were powerful nobles and priests. Only nobles could hold government posts; Different social classes involved in this government are Social mobility was not impossible. A small number of peasants and farmers moved up the economic ladder. As well as social structure were slaves and farmers. ",0.121127049056148,-0.711469635870183,2,9,21,0
1,"according to the text, the social structer was made like a perymid so the gods wee at the top and pharaohs are under.  Under the pharaohs, next are Viziers and scribes. after them, there are soldiers, workers, merchents, and craftmen. After them amd the last people at the base of the social structer are farmers and slaves. ",-0.0938138317174397,0.503832933489619,6,13,13,8
3,One way that the factory would use the spoiled meat is by mixing it in with the good meat. Another way is they would use chemicals to make the meat smell better to mask the spoiledness. they would even color the meat with gelatin to make it look better.,0.205682506482641,0.380537638762288,0,3,5,1
0,"Hero must go from prosperity to adversity(downfall/conflict), the downfall/conflict must happen to a good peron, not an evil one, and the downfall has to have meaning.",-0.511077210733313,-1.58911454908633,1,5,21,1
0,"Elements of an ideal tragedy, as described by Aristotle, are that change of fortune should go from good to bad and not the other way around. Another element is that it would inspire neither pity nor fear but satisfy the moral sense. And finally, it is a story of complexity, not simplicity.",-0.0024657138419762,-0.04543859410258,0,7,10,0
0,Aristole belived that to have an ideal tragedy you need to have readers and watchers tp feel many emotions such as pity and fear. To have a perfect tragety you also need to have a carachter who is sucessful and reowned. Aristole belived that a story should have a sudden chnage like if things are going bad have them go good vise versa ,0.297030624358104,-0.168733888829912,11,9,5,9
3,The reality of it was that those who worked in the factory didn't even make the attempt to cover up their disgusting ways. They were completely unsanitatry and stooped quite low.,-0.782641231376452,-0.245970008347742,1,3,4,1
1,"The structure of the ancient Egyptians system of government was a pyramid. At the top were the gods and the pharaohs. According to USHistory.org, ""their leaders, called pharaohs, were belived to be gods in human form."" The pharaohs had absoulte power and had many responsibilities. One of the most important responsibilty was protection. In paragraph 3, the athour states that ""the pharaoh directed the army in case of a foreign threat or an internal conflict."" After the gods and the pharaohs, vizers, sribes, nobles, and priests were below them on the social class. In the text it states that ""the vizier ensured that taxes were collected."" The sribes who help them, kept govenrment records. Nobles were the only ones allowed to hold government posts and the priests were responsible for pleasing the gods. Below them were the soilders and the skilled workers. In paragraph 9, the author states that ""..soldiers also suoervised the peasants, farmers, and slaves whi were involved in building structures.."" The skilled workers made and sold useful things and products. The skilled workers also consisted of physicians and craftmen/women. At last were the slaves and farmers. According to the text, ""in addition to being forced to work on building projects, slaves toiled at the discretion of the pharaoh or nobles."" They had to work very hard and in bad conditions. The farmers tended the fields, raised animals and kept canals in good condition. They had to pay almost 60% of their yearly harvest in taxes.  There were no one else below them. Even though it was difficult, social mobility wasn't impossible. Small amount of peasants and farmers moved up the economic ladder.  ",2.12498403462144,-0.467719658929636,18,49,258,18
1,"In Egyptian, the person that has the most power is the pharaoh. Pharaoh is a vizier that supervises. Right below Pharaoh is nobles and priests.  Nobles and priests have one of the highest statuses. Craftsmen and soldiers are next on the list. Last without lest is farmers and slaves.",-0.0938138317174397,0.503832933489619,3,7,14,1
0,"Three elements of an ideal tragedy as described by Aristotle are, the tragedy must excite pity and fear, it posesses no single tragic quality, and the downfall of the villian should not not be revealed. The tragedy must create an emotional spark on the audience, and have a good plot. The villain must live on, for it to be a true tragedy. ",-0.157459620904918,-0.165811468770997,2,10,12,2
1,"Famers worked for the pharaohs by selling about 60% of their crops and when they had a son, the son could be involved with the goverment seriously. Preists were responsible for pleasing the gods and Nobles held goverment posts.",-0.23226055190329,0.303992459678555,4,7,7,4
0,"Aristotle begins to explain what in his eyes is the perfect tragedy. The complex structures and actions of a person played out into this conflict or a literal tragedy. He explains rules, villains should never have the main downfall because it won't bring emotion to the readers, but instead ""satisfy the moral sense"".",-0.157459620904918,-0.165811468770997,0,5,9,0
0,"Three ideal elements of a tragedy include making the audience feel pity and fear, the plot going from good to bad, and the ordinary man, one who is not a villain and one who is not a perfect hero. ",-0.810573548933394,-1.465819254359,0,4,5,0
0,"Three elements of an ideal tragedy, as described by Aristotle, is complexity, actions which excite pity and fear, and the change of fortune from prosperity to adversity.  ",-0.938528793193441,-1.3016186841059,0,5,6,0
1,The egyptian system of government is different from social classes involved in this government because the government is important decisions that are made by state officals that are elected and social classes are based of social stas in your lifetime.,-0.964717727264813,-1.6283678131373,2,2,2,2
0, A perfect tragedy should have a complex plan with feelings of excite pity and fear.  A good plot should be something that goes from good to bad not bad to good.  The plot shouldn't give any moral sense it should show misfortune.,-0.125751720745657,-1.05037185557272,0,3,6,0
3,"If meats quickly became spoiled, the workers would dose the meats with borax and glycerin, and dumped into the hoppers, and made all over again for home-consumption.",-1.26421406546489,-1.50507251840997,3,4,5,2
0,"The plot of a tragedy should make the audience feel pity for the character as their conflict is something they don't deserve. The main character must have a good reputation and good character. There should only be one conflict, in which the person's fortune goes from good to bad.",-0.0938138317174397,0.503832933489619,0,4,7,0
0,"Aristotle was very clear about 3 elemts of an ideal tradgedy. First, he said that the conflict should occur to an average man, not good nor bad, and it would occur because of a simple mistake. This would make it surprising and more relateable. Then, Aristotle said tradgedies should not end on a good note, but a bad note. This would again be surprising and play with peoples emotions much more. It woud inspire ""neither pity nor fear"". Finally, Aistotle said that an ideal tradgedy would have one plot with one issue. This would keep focus and lead viewers/readers to become much more invested in the single conflcit.",1.14000220234854,0.743617611785757,12,20,31,8
0,It needs to have a neutral character that makes a mistake. It should have a well constructed plot. Last the audience should feel for the character at the end.,-0.750933331217191,-1.13053039514947,0,3,6,0
0,"Three elements of an ideal tragedy are that it should be arranged on a complex plan, it should imitate actions that excite pity and fear, and that the change of fortune presented must not be the spectacle of a virtuous man going from prosperity to adversity.  ",-0.340385845524802,-1.50603358945067,0,3,4,0
3,the various ways the factory would use or cover up the meathe cover it in pickle juice  coverd in cola injected other stuff into it and put rat po in it,-1.26421406546489,-1.50507251840997,4,2,0,2
1,the gods were in charge of the universe the pharohs were considered gods in human form and they had absolute power over all their subjects  next a chief minister then a scribe then nobles and preist next the soldiers then the craftsman and at the bottom were the farmers and slaves,-0.58024196600868,-1.04744943551381,2,2,0,2
0,"3 elements of an ideal tragedy are to imitae actions which excite pity and fear, switch from good to bad, and have a tragic ending. ""It should, mmoreover, imitte actions which excite pity and fear"". ""should not be from bad to good, but, reversely, from good to bad"". These are why a tragedy needs to be the downfall of a man.",-0.0621059315581789,-0.380727453312108,4,15,14,4
2,the class began to take the Third Wave to seriously and it was stopped because Mr Jones proved his point on why people follow a croud,-1.26421406546489,-1.50507251840997,4,2,4,1
0,"3 elements of an ideal tragedy is it should be a complexed plan, should excite pity or fear, and it should go from good to bad. An example is ""A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan."" Another example is ¨The change of fortune should be not from bad to good, but, reversely, from good to bad."" These elements are used to make the perfect tragedy.",0.0888824040334871,-0.594710121694779,3,14,16,2
2,Jones thought that his project was getting out of control because all of the students really liked to do it. So he decited toterminate the problem so he lied to the students and said that the theird Wave was part of a nationwide movment.,-0.39331016991752,0.627128228216951,7,5,5,4
0,"An ideal tragedy should feature a man who is neither brought from prosperity to adversity nor passing from adversity to prosperity. A perfect tragedy should excite both pity and fear, and the change of fortune should be from good to bad due to asome great error or frailty.",0.0888824040334871,-0.594710121694779,2,4,5,2
3,"Factories would rub chemicals like soda and pickles together to take away the smell and mix spoiled meat with other meat to make something and then sell it.  ""Jonas had told them how the meat that was taken out of pickle would often be found sour, and how they would rub it up with soda to take away the smell, and sell it to be eaten on free-lunch counters; also of all the miracles of chemistry which they performed, giving to any sort of meat, fresh or salted, whole or chopped, any color and any flavor and any odor they chose.""",-0.0024657138419762,-0.04543859410258,4,11,39,0
1,"        the structure of the ancient Egytian system of government had many levels.   the frist level is the gods. the gods weren´t real but to the Egyptian they were. the gods ¨they could make nile overflow, cause famine, or even bring death.¨ The Pharaoh is second in command cause he had to please the other gods but they thought he was a god in huaman form. The Pharaoh  made all the laws. The noble are below the Pharaoh. ¨Only the noble could hold government post.¨ The priest is below the noble. The priests make the Gods and Pharaoh happy so they don´t make them mad. The Chief Mininster also known as the vizier helps the Pharaoh  out.  Chief Mininster make sure that all the taxes are collected and olny the vizer, nolbe,  Pharaoh,  scribes could read and write. The soldiers fought in the war. they also supervised the peasants, farmers, and slaves when they were not at war.  at the bottom of the social structure were slaves and farmers and they also captured prisoners form war to bulid pyramids and fram. this is the Egytian social stucture they had differnt levels and each level was important.",1.99023612991243,1.33775971354814,15,33,176,13
3,"The various ways the factory would use or cover up spoiled meat is putting an odor it the meat so it wouldn't smell, they also used pickles to take the smell away. ",-0.901921666808857,-0.916547726766798,1,2,3,0
0,"One of the elements were the Aristoteles  stated that the tragedy should be able to pass feelings of terror or commotion to the public. Aristotle should have a well language, being able to be easily understood by the audience.  Finally Aristolteles claimed that the tragedy should be an imitation of complete action.",-0.819248357761036,-0.63104096568684,0,6,9,1
